gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsPlayType,specialTeamsResult,kickerId,returnerId,kickBlockerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,passResult,kickLength,kickReturnYardage,playResult,absoluteYardlineNumber,homeTeamAbbr,visitorTeamAbbr,snapDetail,snapTime,operationTime,hangTime,kickType,kickDirectionIntended,kickDirectionActual,returnDirectionIntended,returnDirectionActual,missedTackler,assistTackler,tackler,kickoffReturnFormation,gunners,puntRushers,specialTeamsSafeties,vises,kickContactType,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,playDirection,x_football,y_football,gunner1_jersey_num,gunner2_jersey_num,defense_team_abbr,x_gunner1,y_gunner1,x_gunner2,y_gunner2,distance_returner_gunner1,distance_returner_gunner2,y_football_rescaled
2018091610,3871,"(6:31) B.Pinion punts 49 yards to DET 27, Center-K.Nelson. J.Agnew for 73 yards, TOUCHDOWN NULLIFIED by Penalty. Penalty on DET-T.Walker, Illegal Block Above the Waist, declined. PENALTY on DET-N.Bellore, Illegal Block Above the Waist, 10 yards, enforced at DET 31. Agnew credited with a 4-yd. return.",4,4,11,SF,Punt,Return,42508,44978,,SF,24,06:31:00,IBW;IBW,DET 47;DET 43,10.0,30,20,,49,4.0,55,34,SF,DET,OK,0.85,2.1,4.82,N,C,C,R,R,SF 44,,,,SF 33; SF 31,,,DET 30; DET 28; DET 13; DET 24,CC,2018-09-16T22:52:44.500Z,82.34,18.13,3.33,3.44,0.33,260.26,151.39,punt_received,44978,Jamal Agnew,39,CB,away,82,right,82.08,18.09,33,31,SF,70.38,39.22,51.33,32.99,24.2452,34.38662,67.88
2018100703,970,"(13:32) B.Colquitt punts 59 yards to BAL 37, Center-C.Hughlett. T.White to BAL 48 for 11 yards (D.Kindred).",2,4,11,CLE,Punt,Return,34723,45272,,CLE,4,13:32:00,,,,0,3,,59,11.0,48,14,CLE,BAL,OK,0.75,2.03,4.73,N,C,C,L,L,,CLE 22,CLE 26,,CLE 36; CLE 13,BAL 54,BAL 10; BAL 24; BAL 36,BAL 41,CC,2018-10-07T17:44:47.800Z,73.57,18.97,1.17,2.58,0.11,284.48,244.47,punt_received,45272,Tim White,14,WR,away,81,right,72.75,19.26,36,13,CLE,62.5,26.08,67.88,15.53,13.156633,6.6490374,72.27
2018111807,863,"(2:07) J.Townsend punts 38 yards to ARI 33, Center-T.Sieg. C.Kirk to ARI 36 for 3 yards (D.Carrier; N.Nelson).",1,4,2,OAK,Punt,Return,46242,46116,,OAK,29,02:07:00,,,,7,7,,38,3.0,35,39,ARI,OAK,OK,0.85,2.2,3.69,N,C,C,C,C,,OAK 85,OAK 23,,OAK 17; OAK 23,,ARI 33,ARI 26; ARI 23; ARI 27,CC,2018-11-18T21:39:13.400Z,76.77,20.2,4.76,1.61,0.48,257.34,290.4,punt_received,46116,Christian Kirk,13,WR,home,73,right,76.28,20.38,17,23,OAK,47.89,42.92,68.68,14.11,36.745785,10.126016,76.47
2018120207,367,"(11:04) R.Dixon punts 54 yards to CHI 16, Center-Z.DeOssie. T.Cohen pushed ob at CHI 31 for 15 yards (R.Dixon).",1,4,5,NYG,Punt,Return,43517,44932,,NYG,30,11:04:00,,,,7,0,,54,15.0,39,40,NYG,CHI,OK,0.92,2.16,4.58,N,C,C,R,R,NYG 57; NYG 81; NYG 82,,NYG 09,,NYG 81; NYG 30,,CHI 33,CHI 22; CHI 36; CHI 15,CC,2018-12-02T18:14:36.500Z,93.56,15.33,2.23,1.21,0.23,290.78,134.37,punt_received,44932,Tarik Cohen,29,RB,away,78,right,93.43,15.57,81,30,NYG,77.99,23.41,61.6,7.98,17.541702,32.79427,58.42
2019122210,1610,"(7:46) (Punt formation) B.Kern punts 43 yards to 50, Center-B.Brinkley. D.Harris MUFFS catch, touched at 50, and recovers at TEN 48. D.Harris to TEN 48 for no gain (D.Cruikshank).",2,4,19,TEN,Punt,Muffed,33338,48415,,TEN,7,07:46:00,,,,14,3,,43,0.0,41,17,TEN,NO,OK,0.86,2.19,4.31,N,L,L,,,,,,,TEN 23; TEN 29,NO 27,,NO 48; NO 34; NO 20; NO 21,MBDR,2019-12-22T19:07:24.500Z,59.6,50.37,3.09,2.7,0.32,282.69,296.18,punt_received,48415,Deonte Harris,11,WR,away,78,right,59.16,50.58,23,29,TEN,53.5,54.44,48.83,37.08,7.333137,17.106052,10.21
2020110806,2318,"(10:04) R.Allen punts 47 yards to CHI 21, Center-M.Overton. Dw.Harris to CHI 27 for 6 yards (C.Milton, A.Hooker).",3,4,9,TEN,Punt,Return,40437,37251,,TEN,32,10:04:00,,,,10,0,,47,6.0,41,42,TEN,CHI,OK,0.86,2.17,3.77,N,L,L,R,R,,,TEN 30,,TEN 30; TEN 15,CHI 86,CHI 36,CHI 33; CHI 22; CHI 24,CC,2020-11-08T19:53:19.200Z,88.58,41.1,2.67,1.57,0.27,272.73,354.06,punt_received,37251,Dwayne Harris,82,WR,away,76,right,88.23,41.36,30,15,TEN,79.14,50.83,81.25,35.49,13.5567875,9.230439,44.8
2020101200,129,"(13:33) T.Long punts 50 yards to NO 28, Center-C.Mazza. M.Callaway to NO 47 for 19 yards (E.Egbule).",1,4,3,LAC,Punt,Return,42663,53098,,LAC,22,13:33:00,,,,0,0,,50,19.0,31,32,NO,LAC,OK,0.89,2.27,3.09,N,C,C,C,C,LAC 28,LAC 59,LAC 51,,LAC 37; LAC 28,NO 07; NO 48,,NO 22; NO 26,CFFG,2020-10-13T00:18:20.500Z,80.96,24.67,1.01,2.6,0.1,252.56,151.83,punt_received,53098,Marquez Callaway,12,WR,home,77,right,80.79,24.57,37,28,LAC,72.53,26.21,62.91,13.61,8.5695095,21.16899,92.2
2018090901,887,"(2:07) (Punt formation) B.Colquitt punts 52 yards to PIT 22, Center-C.Hughlett. R.Switzer to CLE 44 for 34 yards (N.Chubb). PENALTY on PIT-D.Heyward-Bey, Offensive Holding, 10 yards, enforced at PIT 22. Penalty on PIT-R.Nix, Offensive Holding, declined.",1,4,10,CLE,Punt,Return,34723,44946,,CLE,26,02:07:00,OH;OH,PIT 88;PIT 45,10.0,0,0,,52,0.0,62,84,CLE,PIT,OK,0.87,2.19,4.77,N,C,C,R,R,,,,,CLE 38; CLE 37,PIT 20; PIT 34; PIT 37; PIT 44; PIT 45; PIT 54; PIT 56,,PIT 25; PIT 23; PIT 88,CC,2018-09-09T17:37:22.200Z,31.71,17.57,1.55,1.55,0.16,79.32,303.14,punt_received,44946,Ryan Switzer,10,WR,away,80,left,32.49,17.21,38,37,CLE,37.0,9.59,49.63,23.36,9.574158,18.832167,64.58
2020110806,3667,"(4:05) R.Allen punts 46 yards to CHI 27, Center-M.Overton. Dw.Harris pushed ob at CHI 39 for 12 yards (J.Kalu).",4,4,8,TEN,Punt,Return,40437,37251,,TEN,27,04:05:00,,,,24,10,,46,12.0,34,83,TEN,CHI,OK,0.93,2.17,3.44,A,R,R,R,R,,,TEN 46,,TEN 15; TEN 30,CHI 20; CHI 97,,CHI 22; CHI 24,CC,2020-11-08T20:49:36.200Z,36.85,42.53,2.39,4.45,0.23,97.34,28.55,punt_received,37251,Dwayne Harris,82,WR,away,69,left,37.06,42.65,15,30,TEN,51.49,35.7,42.49,44.25,16.154829,5.8964396,39.96
2019090809,1386,"(10:01) A.Lee punts 57 yards to DET 10, Center-A.Brewer. J.Agnew to DET 23 for 13 yards (C.Edmonds). PENALTY on DET-D.Virgin, Offensive Holding, 5 yards, enforced at DET 10.",2,4,11,ARI,Punt,Return,29141,44978,,ARI,33,10:01:00,OH,DET 30,5.0,0,10,,57,0.0,62,77,ARI,DET,<,0.83,2.17,4.25,N,R,R,L,L,ARI 47,,,,ARI 28; ARI 16,,DET 49,DET 38; DET 30; DET 27,CC,2019-09-08T21:20:24.800Z,20.63,43.86,1.62,2.31,0.16,118.77,262.0,punt_received,44978,Jamal Agnew,39,CB,away,76,left,20.99,43.52,28,16,ARI,66.11,22.26,33.23,46.31,50.34869,12.835984,36.7
2020101200,2583,"(8:30) T.Long punts 48 yards to NO 29, Center-C.Mazza. M.Callaway to NO 47 for 18 yards (U.Nwosu). PENALTY on NO-J.Gray, Offensive Holding, 10 yards, enforced at NO 35.",3,4,8,LAC,Punt,Return,42663,53098,,LAC,23,08:30:00,OH,NO 48,10.0,10,20,,48,6.0,52,33,NO,LAC,OK,0.85,2.16,4.44,N,L,L,R,R,LAC 45,,,,LAC 37; LAC 28,,,NO 48; NO 22; NO 25; NO 26,CC,2020-10-13T02:09:21.700Z,80.94,46.12,0.34,2.3,0.05,270.48,13.18,punt_received,53098,Marquez Callaway,12,WR,home,78,right,80.35,46.03,37,28,LAC,66.44,52.29,49.45,15.55,15.758138,43.887867,27.28
2019122208,462,"(7:05) (Punt formation) K.Huber punts 57 yards to MIA 17, Center-C.Harris. T.Davis to MIA 25 for 8 yards (H.Nickerson).",1,4,9,CIN,Punt,Return,34593,43452,,CIN,26,07:05:00,,,,7,0,,57,8.0,49,84,MIA,CIN,OK,0.93,2.38,4.28,N,C,C,R,R,,,CIN 56,,CIN 29; CIN 17,,MIA 35,MIA 41; MIA 22; MIA 33,CC,2019-12-22T18:18:20.900Z,28.38,23.53,1.93,4.33,0.19,104.23,223.54,punt_received,43452,Trevor Davis,89,WR,home,78,left,28.58,23.36,29,17,CIN,56.51,8.42,32.61,26.18,31.931316,4.991533,87.65
2019122208,5197,"(4:27) (Punt formation) M.Haack punts 50 yards to CIN 20, Center-T.Pepper. A.Erickson pushed ob at CIN 36 for 16 yards (A.Van Ginkel).",5,4,20,MIA,Punt,Return,45296,43663,,MIA,30,04:27:00,,,,35,35,,50,16.0,34,40,MIA,CIN,OK,0.87,2.24,4.73,N,C,C,L,L,MIA 35; MIA 46,,MIA 43,,MIA 86; MIA 35,CIN 32,,CIN 41; CIN 26; CIN 21; CIN 36,CC,2019-12-22T21:47:58.200Z,89.59,26.1,1.36,0.86,0.14,292.03,9.75,punt_received,43663,Alex Erickson,12,WR,away,81,right,88.72,25.96,86,35,MIA,77.19,45.28,69.31,4.78,22.839273,29.424833,97.41
2018090900,1136,"(14:21) (Punt formation) C.Bojorquez punts 49 yards to BAL 29, Center-R.Ferguson. J.Grant to BUF 20 for 51 yards (L.Alexander).",2,4,13,BUF,Punt,Return,46903,46532,,BUF,22,14:21:00,,,,14,0,,49,51.0,-2,32,BAL,BUF,OK,0.82,2.05,3.62,N,C,C,L,L,BUF 30; BUF 50; BUF 69,,BUF 57,,BUF 30; BUF 26,BAL 36; BAL 37; BAL 49; BAL 54; BAL 56,,BAL 28; BAL 26,CC,2018-09-09T17:47:22.600Z,79.88,28.06,3.04,2.86,0.29,242.44,209.12,punt_received,46532,Janarion Grant,84,WR,home,71,right,79.88,28.12,30,26,BUF,71.47,36.3,67.83,23.96,11.773942,12.728413,94.48
2019122208,884,"(2:31) (Punt formation) M.Haack punts 57 yards to CIN 21, Center-T.Pepper. D.Phillips to CIN 20 for -1 yards (P.Laird).",1,4,3,MIA,Punt,Return,45296,46239,,MIA,22,02:31:00,,,,14,0,,57,-1.0,58,32,MIA,CIN,OK,0.85,2.22,5.21,N,R,R,,,MIA 86,,MIA 42,,MIA 86; MIA 35,CIN 32,CIN 17,CIN 41; CIN 26; CIN 29,CC,2019-12-22T18:39:16.000Z,88.44,10.97,3.51,1.71,0.35,277.5,84.59,punt_received,46239,Darius Phillips,24,CB,away,86,right,88.33,10.92,86,35,MIA,79.64,16.55,71.12,3.11,10.42,19.020042,40.98
2018091610,4585,"(1:16) B.Pinion punts 44 yards to DET 16, Center-K.Nelson. J.Agnew ran ob at DET 16 for no gain.",4,4,18,SF,Punt,Return,42508,44978,,SF,40,01:16:00,,,,30,27,,44,0.0,44,50,SF,DET,OK,0.89,2.15,4.4,N,R,R,L,L,,,SF 31,,SF 33; SF 31,,,DET 30; DET 28; DET 13; DET 24,CC,2018-09-16T23:16:34.300Z,94.12,7.54,1.93,2.34,0.19,218.41,160.11,punt_received,44978,Jamal Agnew,39,CB,away,79,right,93.62,7.04,33,31,SF,91.05,9.78,83.66,3.59,3.800329,11.18097,26.42
2019090809,4964,"(:09) S.Martin punts 55 yards to ARI 8, Center-D.Muhlbach. C.Kirk to ARI 16 for 8 yards (M.Killebrew). Penalty on DET-C.Moore, Unsportsmanlike Conduct, declined.",4,4,10,DET,Punt,Return,40113,46116,,DET,37,00:09:00,UNSd,DET 49,0.0,24,24,,55,8.0,47,73,ARI,DET,>,0.85,2.24,4.72,N,C,C,C,C,,DET 35,DET 32,,DET 49; DET 30,ARI 42,,ARI 25; ARI 35; ARI 27; ARI 28,CC,2019-09-08T23:46:42.300Z,18.52,23.59,2.22,2.77,0.21,80.34,24.4,punt_received,46116,Christian Kirk,13,WR,home,80,left,19.65,23.39,49,30,DET,36.02,4.62,47.23,31.5,25.809124,29.779728,87.77
2018091610,1440,"(8:14) B.Pinion punts 44 yards to DET 19, Center-K.Nelson. J.Agnew to DET 19 for no gain (R.Mostert).",2,4,4,SF,Punt,Return,42508,44978,,SF,37,08:14:00,,,,10,7,,44,0.0,44,47,SF,DET,OK,0.89,2.05,4.12,N,C,C,,,,,SF 31,,SF 33; SF 31,,,DET 30; DET 24; DET 23,CC,2018-09-16T20:59:47.900Z,91.45,29.79,2.44,0.67,0.25,285.65,60.45,punt_received,44978,Jamal Agnew,39,CB,away,74,right,91.08,30.23,33,31,SF,81.84,43.68,88.49,27.37,16.890358,3.8233492,86.57
2019122210,3621,"(10:53) (Punt formation) T.Morstead punts 53 yards to TEN 46, Center-Z.Wood. K.Raymond to NO 42 for 12 yards (D.Washington; J.Gray).",4,4,18,NO,Punt,Return,34615,43584,,NO,1,10:53:00,,,,21,31,,53,12.0,41,11,TEN,NO,OK,0.64,1.88,3.85,N,C,C,C,C,,NO 48,NO 27,,NO 48; NO 34,,,TEN 37; TEN 46; TEN 36; TEN 23,CC,2019-12-22T20:43:46.900Z,64.03,32.59,0.86,2.27,0.09,265.64,109.76,punt_received,43584,Kalif Raymond,14,WR,home,70,right,64.57,32.83,48,34,NO,38.92,32.21,39.37,34.58,25.112875,24.740164,76.81
2019122208,1493,"(6:59) (Punt formation) M.Haack punts 60 yards to CIN 34, Center-T.Pepper. A.Erickson pushed ob at MIA 49 for 17 yards (P.Laird). PENALTY on CIN-T.McRae, Offensive Holding, 10 yards, enforced at CIN 44.",2,4,10,MIA,Punt,Return,45296,43663,,MIA,6,06:59:00,OH,CIN 29,10.0,14,3,,60,10.0,60,104,MIA,CIN,OK,0.83,2.04,4.48,N,C,C,L,L,,,,,MIA 86; MIA 35,CIN 42,,CIN 26; CIN 29,CC,2019-12-22T19:07:47.800Z,46.64,37.41,4.04,1.73,0.41,92.47,276.58,punt_received,43663,Alex Erickson,12,WR,away,77,left,47.34,37.51,86,35,MIA,59.76,29.48,55.66,43.12,15.330339,10.675416,59.25
2018120207,1384,"(10:12) P.O'Donnell punts 53 yards to NYG 28, Center-P.Scales. J.Davis to NYG 38 for 10 yards (P.Scales, N.Kwiatkoski).",2,4,11,CHI,Punt,Return,41420,46683,,CHI,19,10:12:00,,,,7,7,,53,10.0,43,29,NYG,CHI,OK,0.84,2.22,4.8,N,C,C,L,L,CHI 26,CHI 44,CHI 48,,CHI 15; CHI 26,,NYG 30; NYG 31; NYG 36,NYG 34; NYG 23,CC,2018-12-02T18:57:13.000Z,82.03,19.45,3.51,1.21,0.35,254.17,190.15,punt_received,46683,Jawill Davis,80,WR,home,82,right,81.96,19.37,15,26,CHI,63.13,43.58,79.19,18.3,30.650724,3.0640006,72.68
2018120207,3314,"(12:46) R.Dixon punts 53 yards to CHI 35, Center-Z.DeOssie. T.Cohen to CHI 43 for 8 yards (R.Ellison). FUMBLES (R.Ellison), and recovers at CHI 45. T.Cohen to CHI 45 for no gain (K.Wynn). PENALTY on CHI-J.Bellamy, Illegal Block Above the Waist, 10 yards, enforced at CHI 36.",4,4,18,NYG,Punt,Return,43517,44932,,NYG,12,12:46:00,IBW,CHI 15,10.0,24,14,,53,,62,22,NYG,CHI,OK,0.92,2.16,4.83,N,R,R,L,L,,,,,NYG 81; NYG 30,CHI 33; CHI 44,,CHI 22; CHI 36; CHI 15,CC,2018-12-02T20:21:28.100Z,75.02,3.3,0.74,4.64,0.08,301.26,107.31,punt_received,44932,Tarik Cohen,29,RB,away,81,right,74.58,3.52,81,30,NYG,66.04,16.49,67.95,2.35,15.956707,7.1335406,13.21
2019122208,2513,"(13:12) (Punt formation) K.Huber punts 48 yards to MIA 14, Center-C.Harris. T.Davis pushed ob at MIA 17 for 3 yards (G.Pratt).",3,4,7,CIN,Punt,Return,34593,43452,,CIN,38,13:12:00,,,,21,6,,48,3.0,45,48,MIA,CIN,OK,0.85,2.23,4.54,N,C,C,C,L,CIN 26,,CIN 57,,CIN 24; CIN 26,,MIA 41,MIA 32; MIA 22; MIA 35,CC,2019-12-22T19:56:11.100Z,96.12,27.64,1.33,2.04,0.13,273.18,168.11,punt_received,43452,Trevor Davis,89,WR,home,80,right,95.86,27.89,24,26,CIN,87.17,33.56,78.75,25.48,10.730745,17.503786,95.35
2018091610,1306,"(10:39) S.Martin punts 43 yards to SF 25, Center-D.Muhlbach. D.Pettis to SF 37 for 12 yards (T.Wilson). PENALTY on SF-D.Reed, Offensive Holding, 10 yards, enforced at SF 25.",2,4,3,DET,Punt,Return,40113,46113,,DET,32,10:39:00,OH,SF 32,10.0,10,7,,43,0.0,53,78,SF,DET,OK,0.85,2.36,3.85,N,C,C,C,C,,,,,DET 45; DET 30,,SF 38,SF 32; SF 20,CC,2018-09-16T20:53:39.000Z,34.75,26.9,2.97,3.54,0.3,88.65,77.78,punt_received,46113,Dante Pettis,18,WR,home,75,left,35.98,26.71,45,30,DET,41.04,25.33,47.84,51.47,6.482978,27.839415,99.77
2018111807,1594,"(5:44) A.Lee punts 53 yards to OAK 42, Center-A.Brewer. J.Richard to OAK 45 for 3 yards (G.Hodges).",2,4,30,ARI,Punt,Return,29141,44045,,ARI,5,05:44:00,,,,14,14,,53,3.0,50,15,ARI,OAK,OK,0.84,2.11,4.63,N,R,R,,,,,ARI 51,,ARI 26; ARI 16,,OAK 25,OAK 23; OAK 20; OAK 22,CC,2018-11-18T22:10:02.500Z,67.76,12.55,0.29,4.77,0.01,278.08,301.89,punt_received,44045,Jalen Richard,30,RB,away,81,right,67.74,12.66,26,16,ARI,57.67,19.95,62.38,10.09,12.512717,5.915742,47.5
2018091610,3362,"(14:54) S.Martin punts 44 yards to SF 33, Center-D.Muhlbach. D.Pettis to SF 47 for 14 yards (N.Bellore).",4,4,8,DET,Punt,Return,40113,46113,,DET,23,14:54:00,,,,27,13,,44,14.0,30,87,SF,DET,OK,0.83,2.23,3.65,N,C,C,C,C,,,DET 43,,DET 45; DET 30,,SF 38,SF 32; SF 20,CC,2018-09-16T22:30:16.000Z,43.27,20.76,2.11,4.06,0.21,87.23,66.89,punt_received,46113,Dante Pettis,18,WR,home,68,left,43.18,20.73,45,30,DET,47.16,17.41,60.14,47.73,5.133673,31.811598,77.79
2019120811,2890,"(7:28) J.Bailey punts 44 yards to KC 37, Center-J.Cardona. M.Hardman to KC 44 for 7 yards (M.Slater, R.Burkhead).",3,4,15,NE,Punt,Return,47946,47839,,NE,19,07:28:00,,,,7,23,,44,7.0,37,29,NE,KC,OK,0.84,2.11,4.17,N,L,L,R,R,,,NE 18,,NE 18; NE 29,,KC 11; KC 49,KC 23; KC 30; KC 24,CC,2019-12-08T23:30:13.200Z,72.84,43.8,6.68,1.33,0.67,295.38,343.73,punt_received,47839,Mecole Hardman,17,WR,away,63,right,72.4,44.03,18,29,NE,58.47,49.78,66.1,36.01,15.564617,10.301053,34.78
